,sq_mt_built,n_rooms,n_bathrooms,buy_price,is_renewal_needed,is_new_development,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking,latitud,longitude
8001,113,3,2,420000,1,0,1,0,0,0,0,1,40.0791217,-3.4929745
8003,95,2,2,479000,0,0,1,0,0,0,0,0,40.4758131,-3.8711965
8007,81,1,1,750000,0,0,1,0,0,1,0,0,40.4497126,-3.6850964
8008,53,1,1,270000,0,0,1,0,1,0,0,0,40.4460944,-3.6621909
8010,139,3,2,595000,0,0,1,0,0,0,0,0,40.4429927,-3.669342
8011,139,3,2,595000,0,0,1,0,0,0,0,0,40.4429927,-3.669342
8012,90,3,1,380000,1,0,1,0,0,0,0,0,40.3106902,-3.453180674342109
8014,87,2,1,399990,0,0,0,0,0,0,0,0,40.5031439,-3.393294
8015,56,1,1,430000,1,0,0,0,1,1,0,0,40.4503863,-3.6873469
8016,92,2,1,407000,0,0,1,0,0,1,0,0,40.4604338,-3.6768289
8017,117,3,2,489000,0,0,1,0,0,0,0,0,40.468893,-3.6869267
8018,49,2,1,229000,0,0,0,0,0,0,0,0,40.4332028,-3.6704661
8019,60,2,1,298000,0,0,1,0,0,1,1,0,40.4423953,-3.6724417
8021,87,2,2,475000,0,0,1,0,0,0,0,0,40.4585018,-3.6716325
8022,107,3,2,325000,0,0,1,0,0,0,0,1,40.0791217,-3.4929745
8024,143,4,2,799000,1,0,1,0,1,1,0,0,40.4235784,-3.6802806
8029,106,3,2,590000,1,0,1,0,0,1,0,1,40.4421873,-3.6805862
8031,115,2,2,795000,0,0,1,0,0,1,0,0,40.4330914,-3.6880071
8032,143,2,2,529000,1,0,1,0,1,1,0,1,40.4811411,-3.6746061
8033,146,4,1,850000,1,0,1,0,0,1,0,0,40.4376477,-3.6772962
8035,150,4,3,695000,0,0,1,0,0,1,0,1,40.4827365,-3.6756704
8036,123,4,2,520000,1,0,1,0,0,1,0,0,40.4429927,-3.669342
8041,150,4,3,595000,1,0,1,0,0,1,0,1,40.4429927,-3.669342
8042,77,3,1,330000,1,0,1,0,0,0,0,0,40.4618893,-3.6433517
8044,144,3,2,509000,1,0,1,0,0,0,0,0,40.4429927,-3.669342
8045,62,2,1,270000,0,0,1,0,0,0,0,0,40.4330914,-3.6880071
8046,81,3,1,355000,0,0,1,0,0,1,0,0,40.4741529,-3.6857441
8047,115,4,2,575000,1,0,1,0,0,0,0,0,40.4460725,-3.6894025
8048,193,4,3,715000,0,0,1,0,0,1,0,0,40.4720763,-3.6869305490185473
8049,66,3,1,335000,0,0,1,0,0,0,0,0,40.4417334,-3.6782164
8051,147,4,3,825000,0,0,1,0,0,1,0,0,40.4330914,-3.6880071
8052,215,4,3,899000,1,0,1,0,1,0,0,1,40.47061575,-3.687173980870339
8053,82,3,1,398000,0,0,1,0,0,0,0,0,40.5031439,-3.393294
8054,97,2,2,440000,0,0,1,0,0,0,0,1,40.4459232,-3.6631157
8055,124,3,2,450000,0,0,1,0,0,1,0,0,40.4495664,-3.6741752
8057,116,3,2,475000,0,0,1,0,0,1,0,0,40.4865645,-3.9461983
8059,132,4,2,543000,1,0,1,0,0,0,0,0,40.4475394,-3.6667917
8061,106,4,1,451000,1,0,0,0,0,0,0,0,40.4429927,-3.669342
8063,110,3,2,690000,0,0,1,0,0,1,0,1,40.4585118,-3.6819945
8066,122,3,2,575000,0,0,1,0,0,0,0,0,40.4304915,-3.6845578
8067,100,3,2,490000,1,0,1,0,0,1,0,1,40.5031439,-3.393294
8068,135,4,2,700000,0,0,1,0,0,1,0,1,40.4758131,-3.8711965
8069,87,2,2,623000,0,0,1,0,0,1,0,1,40.4549884,-3.6801354
8070,59,0,1,374000,0,0,1,0,0,0,1,0,40.4503863,-3.6873469
8071,175,4,3,749000,0,0,1,0,0,0,1,0,40.4401038,-3.6784584
8072,141,4,3,860000,0,0,1,0,0,1,0,0,40.4588158,-3.6804092
8073,60,2,1,445000,1,0,1,0,0,0,0,0,40.4503863,-3.6873469
8076,76,0,1,180000,0,0,1,0,0,0,0,0,40.4571341,-3.6739424
8077,151,4,3,740000,0,0,1,0,0,0,0,0,40.4391166,-3.6748688
8081,139,3,2,595000,0,0,1,0,0,0,0,0,40.4429927,-3.669342
8083,100,4,2,414520,1,0,1,0,0,1,1,0,40.4387881,-3.6759446
8084,108,3,2,585000,1,0,1,0,0,1,0,0,40.4421873,-3.6805862
8086,120,3,2,380000,0,0,1,0,0,0,0,0,40.468893,-3.6869267
8087,166,4,3,860000,1,0,1,0,0,1,1,1,40.4971279,-3.2564677
8089,145,3,2,705000,0,0,0,1,0,1,0,0,40.8854559,-3.6923323
8090,177,3,2,820000,0,0,1,0,0,0,0,0,40.4524344,-3.6796817
8091,205,5,3,895000,0,0,1,0,0,1,0,1,40.4674995,-3.6864039
8093,107,1,1,850000,0,0,1,0,1,1,0,1,40.3182581,-3.461705
8095,81,1,1,750000,0,0,1,0,1,1,0,0,40.4497126,-3.6850964
8096,85,2,1,365000,0,0,1,0,0,0,1,0,40.4676833,-3.6844981
8098,119,3,2,749990,0,0,1,0,0,0,0,0,40.4425761,-3.6811011
8099,188,4,3,950000,0,0,1,0,1,0,0,1,40.4408113,-3.28824
8100,146,4,2,579000,1,0,1,0,0,1,0,1,40.4376477,-3.6772962
8101,58,1,1,390000,0,0,1,0,0,1,1,0,40.4585118,-3.6819945
8103,112,3,2,470000,1,0,1,0,0,0,0,1,40.6667528,-3.7752414
8104,48,1,1,279000,0,0,1,0,0,0,0,0,40.4351235,-3.6751265
8105,70,2,1,315000,1,0,0,0,0,1,0,0,40.4414462,-3.6788115
8106,30,1,1,110000,0,0,0,0,0,1,0,0,40.4423953,-3.6724417
8107,79,2,2,330000,1,0,1,0,0,1,1,0,40.4520673,-3.4721575
8111,127,3,2,699000,1,0,0,1,0,0,1,0,40.4548788,-3.6655971
8113,180,5,3,890000,1,0,1,0,0,1,0,0,40.4558999,-3.6870591
8114,79,3,1,330000,1,0,1,0,0,0,0,0,40.4618893,-3.6433517
8116,129,3,1,475000,1,0,0,0,0,0,0,0,40.4499316,-3.6885446
8120,137,4,2,460000,0,0,1,0,0,1,0,1,40.4291063,-3.7138693
8121,60,3,1,259000,1,0,1,0,0,0,0,0,40.4291063,-3.7138693
8122,140,3,2,610000,0,0,1,0,0,0,0,0,40.4473774,-3.6663205
8123,143,3,2,539000,0,0,1,0,0,1,0,1,40.4827365,-3.6756704
8127,65,1,1,340000,0,0,1,0,0,1,0,0,40.7300727,-3.7474033
8129,163,4,2,650000,0,0,1,0,0,0,0,1,40.4330914,-3.6880071
8130,115,3,2,520000,0,0,1,0,1,1,0,1,40.4828455,-3.675017512327417
8137,132,4,2,700000,1,0,1,0,0,0,0,1,40.4414462,-3.6788115
8139,210,5,3,950000,1,0,1,0,0,1,0,0,40.4558999,-3.6870591
8141,162,4,3,825000,0,0,1,0,0,1,0,0,40.4330914,-3.6880071
8142,120,3,2,580000,0,0,1,0,0,1,0,1,40.4429927,-3.669342
8143,60,1,1,395000,1,0,1,0,0,0,0,0,40.4637388,-3.68781
8146,52,1,1,445000,0,0,1,0,0,0,0,0,40.4503863,-3.6873469
8147,180,4,2,730000,1,0,1,0,0,0,0,0,40.4558999,-3.6870591
8148,80,2,1,370000,0,0,0,0,0,0,0,0,40.4226491,-3.6803686
8149,65,2,1,290000,1,0,1,0,0,0,0,0,40.4587735,-3.6805671
8152,52,1,1,400000,0,0,1,0,1,0,0,0,40.4238345,-3.5659391
8153,59,2,1,230000,0,0,1,0,0,0,0,0,40.4330914,-3.6880071
8154,76,2,1,289000,0,0,1,0,0,1,0,0,40.4429889,-3.6710781
8156,112,3,3,550000,0,0,1,0,1,0,0,1,40.4734735,-3.6773943
8157,90,2,2,496000,0,0,1,0,0,0,0,0,40.4414462,-3.6788115
8158,81,2,2,430000,0,0,1,0,0,1,0,0,40.4332028,-3.6704661
8159,77,2,1,320000,1,0,1,0,0,0,1,1,40.4463126,-3.6634465
8160,215,5,3,900000,0,0,1,0,0,0,1,1,40.4570451,-3.6714907
8162,159,4,2,675000,0,0,1,0,0,1,0,0,40.4482389,-3.6756525
8163,205,2,2,945000,0,0,1,0,0,0,0,0,40.4252835,-3.5549402
8165,146,3,3,895000,0,1,1,0,1,1,0,0,40.4681791,-3.6774901
8168,59,1,1,395000,1,0,1,0,0,1,1,0,40.4385972,-3.6889796
8171,83,3,1,355000,0,0,0,0,0,0,0,0,40.4414462,-3.6788115
8172,72,2,1,249000,0,0,1,0,0,0,0,0,40.4408681,-3.6758518
8174,80,3,1,265000,0,0,1,0,0,1,1,0,40.4424971,-3.6710835
8175,39,1,1,172000,0,0,1,0,0,0,0,0,40.4421261,-3.6720973
8179,186,4,3,795000,1,0,1,0,0,1,0,0,40.4457924,-3.6665072
8181,152,3,2,799500,0,0,1,0,0,1,0,1,40.4414462,-3.6788115
8182,129,3,2,599500,0,0,1,0,0,1,0,1,40.0791217,-3.4929745
8183,193,4,2,680000,1,0,1,0,0,0,0,1,40.4330914,-3.6880071
8184,180,4,3,875000,0,0,1,0,1,1,1,1,40.4587735,-3.6805671
8187,100,2,2,575000,0,0,1,0,0,0,0,0,40.4407825,-3.6801345
8188,75,2,2,420000,1,0,0,0,0,1,0,0,40.4499316,-3.6885446
8190,43,2,1,250000,0,0,0,0,0,0,0,0,40.44654215,-3.6755715066546455
8191,135,4,3,430000,1,0,1,0,1,0,0,1,40.47779485,-3.6750164155172063
8192,114,3,3,930000,0,1,1,0,1,1,0,0,40.4429927,-3.669342
8193,154,3,3,675000,0,1,1,0,1,1,0,0,40.4429927,-3.669342
8194,196,4,4,850000,0,1,1,0,1,1,0,0,40.4429927,-3.669342
8195,52,3,1,200000,0,0,1,0,0,0,0,0,40.4412034,-3.6733051
8196,184,4,3,670000,0,0,1,0,1,0,0,1,40.47451805,-3.6755764431692217
8198,80,2,2,525000,0,0,0,0,0,0,0,0,40.4564933,-3.6768046
8202,85,1,1,600000,0,0,1,0,0,0,0,0,40.5074389,-3.3537191
8203,89,3,1,370000,1,0,1,0,0,0,0,0,40.458746,-3.6758426
8205,125,4,2,390000,0,0,1,0,0,0,0,0,40.4445122,-3.6770435
8206,61,2,1,412000,0,0,1,0,0,0,0,0,40.4330914,-3.6880071
8207,176,4,3,796000,1,0,1,0,0,0,0,1,40.4457924,-3.6665072
8208,112,3,2,398000,1,0,0,0,0,1,0,0,40.4429927,-3.669342
8209,86,3,1,360000,1,0,0,0,0,0,0,0,40.4414462,-3.6788115
8210,40,0,1,150000,1,0,0,0,0,0,0,0,40.4455503,-3.6740588
8212,118,2,2,755000,0,0,1,0,0,1,0,1,40.4226491,-3.6803686
8219,70,2,2,330000,0,0,1,0,0,0,1,0,40.4421261,-3.6720973
8220,117,4,2,650000,1,0,1,0,1,1,0,1,40.2896931,-3.783314622271386
8222,133,1,2,460000,0,0,1,0,1,0,0,1,40.4734735,-3.6773943
8223,79,3,1,330000,1,0,1,0,0,1,1,0,40.4520673,-3.4721575
8225,50,0,1,225000,0,0,1,0,0,0,0,1,40.4420557,-3.6738834
8227,113,2,2,678000,0,0,0,0,0,1,0,1,40.4403605,-3.6790771
8228,56,1,1,475000,0,0,0,0,0,1,0,1,40.4226491,-3.6803686
8229,150,3,2,750000,0,0,1,0,0,0,0,0,40.4488042,-3.6738497
8230,52,0,1,348000,0,0,1,0,1,1,0,0,40.4650872,-3.6804768720828527
8231,108,2,1,450000,0,0,1,0,0,1,0,0,40.4463126,-3.6634465
8232,50,1,1,445000,0,0,1,0,0,0,1,0,40.46201895,-3.6807931400586247
8233,84,3,1,370000,0,0,0,0,0,0,0,0,40.4424971,-3.6710835
8234,162,4,3,648000,1,0,1,0,1,1,0,1,40.4718776,-3.6737751
8235,132,2,2,600000,0,0,1,0,0,0,0,1,40.464226,-3.6696103
8236,215,3,3,925000,0,0,1,0,0,1,1,0,40.194962,-3.6814376
8237,140,3,2,610000,0,0,0,0,0,0,0,0,40.6667528,-3.7752414
8238,180,4,3,875000,0,0,1,0,1,0,0,1,40.4587735,-3.6805671
8239,215,5,3,890000,0,0,1,0,0,0,0,1,40.4674995,-3.6864039
8240,100,2,2,520000,0,0,1,0,0,1,0,1,40.457038,-3.6750204
8241,180,5,3,890000,0,0,1,0,0,1,0,0,40.4560801,-3.6872603
8242,130,3,2,460000,1,0,1,0,0,1,0,0,40.4376477,-3.6772962
8243,42,1,1,315000,1,0,1,0,1,0,0,0,40.4204472,-3.6887362
8245,115,3,2,600000,1,0,1,0,0,0,0,0,40.4425761,-3.6811011
8247,155,4,3,750000,0,0,1,0,0,0,0,0,40.4235784,-3.6802806
8250,120,3,2,650000,0,0,1,0,0,0,0,0,40.4421439,-3.6824326
8251,99,3,2,430000,0,0,1,0,0,0,0,0,40.4429927,-3.669342
8252,170,5,2,758000,1,0,1,0,0,1,0,1,40.4554121,-3.6744521
8253,80,3,1,315000,1,0,1,0,0,0,1,0,40.9261949,-3.8184676
8254,135,4,2,700000,0,0,1,0,0,0,1,1,40.4537395,-3.6730579
8255,168,3,3,950000,0,0,1,0,0,0,1,0,40.4516733,-3.6850617
8256,82,4,1,369000,1,0,1,0,0,0,0,0,40.4585018,-3.6716325
8258,100,3,2,475000,1,0,1,0,0,1,0,0,40.4562457,-3.6757219
8259,70,3,2,315000,0,0,1,0,0,0,0,0,40.4455503,-3.6740588
8260,80,2,2,550000,1,0,1,0,1,1,0,0,40.4611179,-3.6876972
8261,225,5,3,799000,0,0,1,0,0,1,0,1,40.4330914,-3.6880071
8264,67,1,1,310000,0,0,1,0,1,0,0,0,40.4653573,-3.6754256
8265,108,2,2,675000,1,0,1,0,0,0,0,0,40.4334042,-3.6733552
8267,89,3,1,395000,0,0,1,0,0,0,0,0,40.4585018,-3.6716325
8268,97,2,2,455000,0,0,1,0,1,0,0,1,40.0791217,-3.4929745
8270,65,0,1,330000,0,0,1,0,1,0,0,0,40.4653573,-3.6754256
8271,154,3,3,790000,1,0,1,0,0,0,0,0,40.4558999,-3.6870591
8272,134,4,2,430000,1,0,1,0,0,1,0,0,40.4696581,-3.687701449999999
8273,146,4,2,565000,0,0,1,0,1,0,0,1,40.47451805,-3.6755764431692217
8274,50,0,1,290000,0,0,0,0,1,1,0,1,40.4618018,-3.6765305
8275,166,5,3,750000,0,0,1,0,0,0,0,0,40.4414462,-3.6788115
8276,88,2,2,500000,0,0,1,0,0,1,1,0,40.4594642,-3.6737317
8277,127,2,2,279000,0,0,1,0,0,0,0,0,40.4460601,-3.6754559
8278,91,2,2,390000,0,0,0,0,0,0,0,0,40.4414462,-3.6788115
8279,74,1,1,650000,0,0,1,0,1,0,0,0,40.5126104,-3.352731807560964
8281,32,1,1,198000,0,0,1,0,1,0,0,0,40.0791217,-3.4929745
8282,34,1,1,209000,0,0,1,0,1,0,0,0,40.0791217,-3.4929745
8283,85,1,1,620000,0,0,0,0,1,0,0,0,40.5074389,-3.3537191
8284,126,3,2,430000,1,0,1,0,0,1,0,0,40.4459365,-3.6761637
8285,76,2,1,289000,0,0,1,0,0,1,0,0,40.4429889,-3.6710781
8287,166,4,3,850000,1,0,1,0,0,1,0,1,40.4503863,-3.6873469
8289,90,2,2,399000,0,0,1,0,0,0,0,0,40.4414462,-3.6788115
8290,118,3,2,547000,1,0,1,0,0,0,0,0,40.4460725,-3.6894025
8294,226,0,2,595000,0,0,1,0,0,0,0,1,40.4472956,-3.6672483
8295,83,2,1,500000,1,0,1,0,0,1,0,0,40.4611639,-3.6866108
8296,59,2,1,175000,0,0,1,0,0,1,0,0,40.0394478,-3.6106797
8297,58,1,1,500000,0,0,1,0,0,1,0,1,40.4403605,-3.6790771
8298,131,3,2,459900,1,0,1,0,0,1,0,0,40.4376477,-3.6772962
8299,100,2,1,385000,0,0,1,0,0,0,0,0,40.4417334,-3.6782164
8300,89,3,1,335000,0,0,1,0,0,0,0,0,40.4460601,-3.6754559
8301,123,2,2,465000,0,0,1,0,0,1,0,0,40.7300727,-3.7474033
8302,131,3,2,459900,0,0,0,0,0,1,0,0,40.4376477,-3.6772962
8304,122,2,2,795000,0,0,1,0,0,1,0,0,40.4330914,-3.6880071
8306,48,0,1,255000,0,0,1,0,1,0,0,0,40.5456321,-3.6284222
8308,58,1,1,262500,0,0,1,0,0,1,0,0,40.4460944,-3.6621909
8309,103,2,2,449000,0,0,1,0,0,1,1,0,40.4405951,-3.6782086
8310,80,3,1,310000,1,0,0,0,0,0,0,0,40.7300727,-3.7474033
8312,140,3,2,498000,0,1,1,0,0,0,0,1,40.4460601,-3.6754559
8313,140,2,2,559000,0,1,1,0,0,1,0,1,40.4460601,-3.6754559
8314,140,3,2,517075,0,1,1,0,0,0,0,1,40.4460601,-3.6754559
8315,97,1,1,750000,0,0,1,0,1,1,0,0,40.4497126,-3.6850964
8317,184,4,3,670000,0,0,1,0,1,0,0,1,40.0791217,-3.4929745
8318,179,3,2,750000,0,0,1,0,0,0,0,0,40.4421294,-3.6768655
8319,92,3,2,450000,1,0,1,0,0,0,0,0,40.4604338,-3.6768289
8320,87,2,1,649000,0,0,1,0,0,1,0,1,40.4403605,-3.6790771
8321,45,2,1,195000,1,0,0,0,0,0,0,0,40.4423953,-3.6724417
8322,50,1,1,385000,1,0,1,0,0,1,0,1,40.4645191,-3.6949932
8323,76,3,1,320000,0,0,1,0,0,1,0,1,40.4434823,-3.6738699
8324,58,1,1,262500,0,0,0,0,0,1,0,0,40.4460944,-3.6621909
8325,58,1,1,262500,0,0,0,0,0,1,0,0,40.4460944,-3.6621909
8326,225,4,3,799000,1,0,1,0,0,1,0,1,40.4333241,-3.6841316
8327,125,4,2,600000,0,0,1,0,0,1,0,0,40.4434823,-3.6738699
8328,60,1,1,450000,0,0,1,0,0,0,0,0,40.4330914,-3.6880071
8330,90,3,2,525000,0,0,1,0,0,0,0,0,40.4575152,-3.6771572
8331,37,1,1,199000,0,0,0,0,0,0,0,0,40.4397453,-3.6737076
8332,61,1,1,310000,0,0,1,0,0,1,0,0,40.4377599,-3.6856306
8333,60,2,1,175000,1,0,1,0,0,0,0,0,40.305095,-3.8199191
8334,80,2,1,325000,0,0,1,0,0,1,0,0,40.9261949,-3.8184676
8335,92,3,1,365000,0,0,0,0,0,0,0,0,40.4226491,-3.6803686
8336,130,2,2,270000,1,0,1,0,0,0,0,0,40.4438754,-3.6693273
8337,150,3,2,875000,0,0,1,0,0,0,0,0,40.4506647,-3.688477
8340,61,1,1,310000,0,0,1,0,0,1,0,0,40.4417334,-3.6782164
8341,89,4,1,374000,0,0,1,0,0,0,0,0,40.3370747,-3.768035595046437
8342,96,3,1,415000,0,0,1,0,0,1,0,0,40.4429927,-3.669342
8345,50,1,1,385000,1,0,1,0,0,1,0,1,40.4637388,-3.68781
8346,147,3,3,725000,0,0,1,0,0,1,0,1,40.4193117,-3.7039701
8347,90,2,2,398000,0,0,1,0,0,1,0,0,40.468893,-3.6869267
8348,43,1,1,175000,1,0,0,0,0,0,0,0,40.4460601,-3.6754559
8349,110,1,2,375000,0,0,1,0,0,1,1,0,40.4420557,-3.6738834
8350,71,3,2,300000,1,0,1,0,0,0,0,0,40.4750045,-3.6865752
8351,94,3,2,490000,0,0,1,0,0,0,0,0,40.4502016,-3.67826275
8352,110,3,2,395000,0,0,1,0,0,1,0,0,40.4405271,-3.680497
8353,205,5,3,1000000,0,0,1,0,0,1,0,1,40.46753135,-3.6867516373896976
8354,120,1,2,570000,0,0,1,0,0,1,0,1,40.457038,-3.6750204
8355,100,4,2,365000,1,0,0,0,0,0,0,0,40.4403363,-3.6729921
8356,160,4,3,750000,1,0,1,0,0,0,0,1,40.2830396,-3.7853629
8358,100,2,2,775000,0,0,1,0,0,0,0,1,40.4460725,-3.6894025
8359,58,1,1,262500,0,0,0,0,0,0,0,0,40.4460944,-3.6621909
8360,112,2,2,550000,0,0,1,0,0,0,0,0,40.4421439,-3.6824326
8361,100,2,2,700000,0,0,1,0,0,0,1,1,40.4677312,-3.673897
8362,54,1,1,450000,0,0,1,0,0,0,0,0,40.4359722,-3.6892164
8363,76,3,3,395000,0,0,1,0,0,1,1,0,40.4404241,-3.6781596
8364,74,3,1,380000,0,0,0,0,0,0,0,1,40.4429927,-3.669342
8365,68,2,1,236000,1,0,1,0,0,1,0,0,40.47698115,-3.685664288047058
8366,76,3,1,325000,0,0,1,0,0,1,0,1,40.4434823,-3.6738699
8367,68,2,1,251000,0,0,1,0,0,0,0,0,40.4438754,-3.6693273
8368,89,3,1,360000,0,0,1,0,0,0,0,0,40.4583051,-3.6740615
8369,85,1,1,601012,0,0,1,0,1,1,0,0,40.3316347,-3.8578416
8375,180,4,3,990000,1,0,1,0,1,0,0,1,40.5121361,-3.3595209
8376,90,2,2,450000,0,0,1,0,0,1,1,0,40.4330914,-3.6880071
8378,58,1,1,262500,0,0,0,0,0,0,0,0,40.4460944,-3.6621909
8379,55,0,1,235000,0,0,1,0,0,1,0,0,40.4419286,-3.671815
8380,122,3,2,596000,0,0,1,0,0,0,0,0,40.0773231,-3.4662084
8381,82,1,1,329000,0,0,1,0,1,1,0,0,40.4718061,-3.6855991064757374
8382,100,3,2,550000,0,0,1,0,0,0,1,0,40.468893,-3.6869267
8383,95,3,2,425000,1,0,1,0,0,1,1,0,40.4473704,-3.669145
8384,169,4,3,750000,1,0,1,0,0,1,0,0,40.4724382,-3.6866247
8385,90,3,1,330000,1,0,1,0,0,1,0,0,40.4438343,-3.6696304
8386,72,1,1,490000,0,0,1,0,0,1,0,0,40.4585118,-3.6819945
8387,96,3,2,420000,1,0,1,0,0,1,0,0,40.2361749,-3.7591534
8388,65,2,2,260000,0,0,1,0,0,0,0,0,40.4439227,-3.6709484
8389,85,1,1,600000,0,0,1,0,1,0,0,0,40.5126104,-3.352731807560964
8392,96,3,2,675000,0,0,1,0,0,0,0,1,40.4561979,-3.6807084
8393,82,3,1,450000,0,0,0,0,0,0,0,0,40.4586053,-3.6767867846808953
8394,140,4,2,640000,1,0,1,0,0,1,0,1,40.4865645,-3.9461983
8395,82,1,1,370000,0,0,0,0,0,0,0,0,40.4595494,-3.6756906
8396,101,3,1,406000,1,0,1,0,0,1,1,0,40.438157,-3.6770056
8397,129,2,2,975000,0,0,1,0,0,0,0,1,40.4888411,-3.3620986
8398,81,3,2,450000,0,0,1,0,0,0,0,1,40.4634301,-3.6717364
8399,93,3,2,530000,0,0,1,0,0,1,0,1,40.457038,-3.6750204
8400,57,2,1,239000,0,0,1,0,0,1,0,0,40.447775,-3.6686239
8402,49,1,1,210000,0,0,1,0,0,0,0,0,40.442468,-3.67424
8403,180,5,3,770000,0,0,1,0,0,1,1,0,40.4423547,-3.678316
8404,201,4,2,695000,0,0,1,0,0,1,0,0,40.4488042,-3.6738497
8405,82,2,1,331000,0,0,0,0,0,0,0,0,40.4479316,-3.6684113
8406,80,2,1,401000,0,0,1,0,0,0,0,0,40.4573086,-3.6742082
8407,145,4,2,650000,1,0,1,0,0,1,0,1,40.4865645,-3.9461983
8408,97,1,1,750000,0,0,1,0,1,1,0,0,40.4493463,-3.6851259
8409,220,5,3,1000000,0,0,1,0,1,0,0,1,40.471415,-3.6816031
8410,86,2,2,320000,1,0,0,0,0,0,0,0,40.4429927,-3.669342
8411,120,3,2,470000,0,0,1,0,1,0,0,1,40.4749841,-3.6755568
8412,100,3,2,530000,0,0,1,0,0,1,0,0,40.4376477,-3.6772962
8413,76,2,1,289000,0,0,1,0,0,1,0,0,40.4429889,-3.6710781
8414,80,3,2,350000,0,0,1,0,0,0,0,0,40.4434823,-3.6738699
8415,160,4,3,790000,1,0,1,0,0,0,0,0,40.4558999,-3.6870591
8416,91,1,1,470000,0,0,1,0,0,0,0,0,40.4414462,-3.6788115
8417,85,3,1,320000,1,0,1,0,0,0,1,1,40.8630608,-3.6146511
8418,116,2,2,775000,0,0,1,0,0,1,0,0,40.448125,-3.690007
8419,75,3,2,485000,0,0,0,0,0,1,0,0,40.4410161,-3.6710516
8420,58,2,1,262500,0,0,0,0,0,0,0,0,40.4460944,-3.6621909
8421,92,1,1,360000,0,0,1,0,0,0,0,0,40.4587735,-3.6805671
8422,47,1,1,239000,0,0,0,0,0,0,0,0,40.4423953,-3.6724417
8423,140,5,4,550000,1,0,0,0,0,0,0,1,40.4411409,-3.6708218
8424,90,4,1,374500,1,0,1,0,0,0,0,0,40.3370747,-3.768035595046437
8425,140,4,2,610000,0,0,1,0,0,1,0,0,40.4429927,-3.669342
8426,108,3,2,349000,0,0,1,0,1,0,0,0,40.4434823,-3.6738699
8427,71,2,1,350000,0,0,1,0,0,1,0,0,40.4690138,-3.6863592
8428,75,2,1,283500,0,0,1,0,0,0,0,0,40.4438531,-3.6715173
8429,100,3,2,420000,0,0,0,0,0,1,1,0,40.4429927,-3.669342
8430,151,4,2,640000,0,0,1,0,0,1,0,1,40.4865645,-3.9461983
8432,145,4,2,640000,0,0,1,0,0,1,1,1,40.4865645,-3.9461983
8433,81,1,1,370000,0,0,0,0,0,0,0,0,40.4595494,-3.6756906
8434,162,4,2,650000,0,0,1,0,0,0,0,1,40.4359722,-3.6892164
8435,145,3,2,722000,0,0,1,0,1,0,0,1,40.4200944,-3.6977128
8436,130,5,2,630000,0,0,1,0,0,1,0,1,40.4555266,-3.6732487
8437,79,3,1,406000,0,0,1,0,0,0,0,0,40.4450466,-3.6672882
8438,100,1,2,399000,0,0,1,0,0,1,1,1,40.4455781,-3.6709414
8439,154,3,2,799000,0,0,1,0,0,1,0,1,40.4414462,-3.6788115
8440,135,3,3,800000,0,0,1,0,0,1,0,1,40.4235784,-3.6802806
8441,171,2,1,640000,0,0,1,0,0,1,0,0,40.4422131,-3.6767213
8442,85,3,2,650000,0,0,1,0,0,0,0,1,40.4377599,-3.6856306
8445,40,2,1,205000,0,0,1,0,0,0,0,0,40.4306321,-3.6705456
8446,110,3,2,506000,0,0,1,0,0,1,0,1,40.4414462,-3.6788115
8447,163,3,2,750000,0,0,1,0,1,1,1,1,40.4723664,-3.6776622
8448,53,1,1,270000,0,0,1,0,1,0,0,0,40.4460944,-3.6621909
8449,61,2,1,412000,0,0,1,0,0,0,0,0,40.463196,-3.6889356
8450,125,3,2,650000,0,0,1,0,1,1,0,1,40.519772,-3.6482888
8451,118,3,2,545000,1,0,1,0,0,0,0,0,40.4055243,-3.7145655
8452,108,2,2,700900,0,0,1,0,0,1,0,0,40.46021,-3.68477
8453,46,1,1,279000,0,0,1,0,0,0,0,0,40.4334042,-3.6733552
8454,98,2,1,425000,1,0,1,0,0,0,0,0,40.4575152,-3.6771572
8455,49,1,1,210000,0,0,0,0,0,0,0,0,40.4412034,-3.6733051
8456,120,3,2,530000,0,0,1,0,1,0,0,1,40.0791217,-3.4929745
8457,170,4,3,850000,0,0,1,0,0,1,0,0,40.4330914,-3.6880071
8458,91,3,1,420000,1,0,1,0,0,1,0,0,40.4351235,-3.6751265
8461,57,1,1,270000,0,0,1,0,0,0,0,0,40.4455781,-3.6709414
8462,107,4,2,700000,0,0,1,0,0,1,0,1,40.4538365,-3.6776918
8463,58,1,1,262500,0,0,1,0,0,0,0,0,40.4460944,-3.6621909
8464,100,4,2,470000,0,0,1,0,0,0,0,0,40.4446264,-3.6732311
8465,135,4,3,785000,0,0,1,0,0,0,1,0,40.4419518,-3.6771618
8467,90,3,2,530000,0,0,1,0,0,0,0,0,40.4414462,-3.6788115
8468,90,0,1,265325,0,0,1,0,0,0,0,0,40.4462611,-3.6747482
8469,62,2,1,310000,0,0,1,0,0,0,0,0,40.4455763,-3.6728728
8470,130,4,2,690000,0,0,1,0,0,1,1,1,40.4555266,-3.6732487
8472,78,0,1,189999,0,0,1,0,0,0,0,0,40.4571156,-3.6769611
8473,86,3,1,360000,0,0,0,0,0,0,0,0,40.4594097,-3.6764708
