,sq_mt_built,n_rooms,n_bathrooms,buy_price,is_renewal_needed,is_new_development,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking,latitud,longitude
1930,77,3,1,253000,0,0,0,0,0,0,0,0,40.4522506,-3.7095661
1931,44,0,1,260000,0,0,1,0,1,0,0,1,40.4640675,-3.6931568
1932,47,0,1,220000,0,0,1,0,1,0,0,1,40.4568603,-3.6990915
1933,78,3,1,189000,0,0,1,0,0,1,0,0,40.4680458,-3.6890967
1934,81,3,1,250000,1,0,1,0,0,0,0,0,40.4732447,-3.6949561
1937,55,1,1,280000,0,0,1,0,0,0,0,1,40.6737454,-3.7764681
1939,107,3,2,265000,1,0,1,0,0,0,1,0,40.5449798,-3.631555
1941,231,4,3,975000,1,0,1,0,0,1,0,1,40.4330914,-3.6880071
1943,60,2,1,174000,0,0,1,0,0,0,0,0,40.4517504,-3.7065932
1944,90,3,3,319000,0,0,1,0,0,0,1,0,40.4602056,-3.4830867
1945,93,2,1,430000,0,0,0,0,0,0,0,1,40.167298,-3.2751289
1946,61,3,2,219000,0,0,1,0,0,0,0,0,40.6709861,-3.7717067
1947,48,1,1,176900,0,0,1,0,0,0,0,1,40.4601673,-3.7044535
1948,50,1,1,200000,0,0,1,0,0,0,0,0,40.4561826,-3.7144768
1949,30,1,1,185000,0,0,1,0,0,0,0,0,40.4561826,-3.7144768
1950,114,2,2,370000,0,0,0,0,0,0,0,1,40.4499827,-3.6981758
1951,69,2,2,235000,0,0,1,0,0,0,0,0,40.4572114,-3.6065055
1952,65,1,1,198000,0,0,1,0,0,1,0,0,40.4546124,-3.626088
1953,82,3,1,239900,0,0,0,0,0,1,0,0,40.4682728,-3.693793
1954,100,3,2,330000,0,0,1,0,0,1,0,1,40.4510674,-3.7033718
1955,95,3,1,199000,1,0,1,0,0,1,0,0,40.4710924,-3.711642
1956,93,1,1,248500,0,0,1,0,0,0,0,0,40.4597131,-3.7077162
1957,39,1,1,155000,0,0,0,0,0,0,0,0,40.4544814,-3.7918769
1959,81,1,2,279000,0,0,1,0,0,1,0,0,40.4615957,-3.7033637
1960,43,2,1,145000,0,0,1,0,0,0,1,0,40.046145,-3.833904
1961,60,3,2,210000,0,0,1,0,0,0,0,0,40.4517504,-3.7065932
1963,110,4,3,770000,0,0,1,0,1,0,0,0,40.4330914,-3.6880071
1964,60,3,2,210000,0,0,1,0,0,0,0,0,40.4517504,-3.7065932
1965,80,3,1,275000,0,0,1,0,0,1,0,0,40.4632056,-3.695514
1966,63,2,1,215000,0,0,0,0,0,0,0,0,40.4568065,-3.7087584
1967,62,2,1,220000,0,0,1,0,0,0,1,0,40.6714574,-3.771818533131115
1968,102,3,2,315000,0,0,1,0,0,0,0,0,40.4562,-3.6914564
1969,63,2,1,215000,0,0,0,0,0,0,0,0,40.4568065,-3.7087584
1970,96,3,2,320000,0,0,1,0,0,1,1,0,40.4603661,-3.7007011
1971,188,3,2,890000,0,0,1,0,0,1,0,0,40.4465292,-3.6989068
1972,63,3,1,150000,1,0,1,0,0,0,0,0,40.4640914,-3.6957768
1973,122,4,3,774000,0,0,1,0,1,0,0,0,40.4330914,-3.6880071
1974,54,1,1,228000,0,0,1,0,0,0,0,0,40.434339,-3.6567968
1975,80,2,2,280000,0,0,1,0,0,1,0,1,40.4651173,-3.7019822
1976,85,3,2,350000,1,0,1,0,0,1,1,0,40.4670505,-3.2908176
1977,120,4,2,450000,1,0,1,0,0,1,1,0,40.4510674,-3.7033718
1979,65,1,2,149500,0,0,1,0,0,0,0,0,40.416562,-3.834536
1980,60,2,1,169000,0,0,1,0,0,0,0,0,40.167298,-3.2751289
1982,109,2,2,275000,0,0,1,0,0,1,0,0,40.6516603,-3.7832916
1983,66,3,1,205000,0,0,1,0,0,0,0,0,40.0294358,-3.6066187
1984,40,2,1,119000,0,0,0,0,0,0,0,0,40.3375566,-3.8711432
1985,52,2,1,200000,0,0,0,0,0,1,0,0,40.5510283,-3.6401109
1986,130,2,1,721000,0,0,1,0,0,0,0,0,40.4330914,-3.6880071
1987,50,2,1,165000,0,0,1,0,0,0,1,0,40.4517651,-3.7070186
1991,245,5,3,835000,1,0,1,0,0,1,0,1,40.4522482,-3.6965449
1992,59,2,1,315000,0,0,1,0,0,1,0,0,40.4523282,-3.7012574
1993,60,2,2,233000,0,0,1,0,0,0,1,0,40.4711922,-3.6944031
1994,44,0,1,158900,0,1,1,0,0,0,0,0,40.4533587,-3.7062746
1995,65,1,1,225170,0,1,1,0,0,0,0,0,40.4533587,-3.7062746
1996,109,1,1,299000,0,1,1,0,0,1,0,0,40.8175226,-3.6234748
1998,99,2,2,550000,0,0,1,0,0,0,0,0,40.449592,-3.6983528
1999,144,3,2,665000,1,0,1,0,0,1,1,1,40.45425925,-3.693611977083088
2000,85,3,1,290000,1,0,1,0,0,0,0,0,40.358407,-3.5374818
2001,100,4,2,399500,0,0,1,0,0,0,0,0,40.083082,-3.4984669
2002,270,0,2,495000,0,0,1,0,0,0,0,1,40.0294358,-3.6066187
2003,71,3,1,194000,0,0,1,0,0,0,0,0,40.4680336,-3.7081232
2004,57,1,1,169000,0,0,1,0,0,0,0,0,40.6714574,-3.771818533131115
2005,63,2,1,140000,1,0,1,0,0,0,0,0,40.4710924,-3.711642
2006,85,3,1,420000,0,0,1,0,0,1,1,1,40.4695566,-3.6889509
2007,40,0,1,165000,0,0,1,0,0,0,0,0,40.4548179,-3.4881424
2010,60,1,1,315000,0,0,1,0,0,1,0,1,40.4951013,-3.3785033
2011,90,2,1,340000,0,0,1,0,0,0,0,1,40.4951013,-3.3785033
2012,90,2,1,350000,0,0,1,0,0,0,0,1,40.4951013,-3.3785033
2013,90,2,1,340000,0,0,1,0,0,0,0,1,40.4951013,-3.3785033
2014,90,2,1,350000,0,0,1,0,0,0,0,1,40.4951013,-3.3785033
2015,80,1,2,315000,0,0,1,0,0,1,0,1,40.4951013,-3.3785033
2016,38,2,1,124900,1,0,0,0,0,0,0,0,40.4585804,-3.7005414
2017,75,3,2,319000,1,0,1,0,0,1,0,0,40.457374,-3.701737
2019,80,3,1,235000,1,0,1,0,0,1,1,0,40.4615507,-3.7054809
2021,108,2,2,550000,0,0,1,0,1,0,0,1,40.4624245,-3.6902509
2023,80,3,1,234000,0,0,0,0,0,1,1,0,40.4655157,-3.7018495
2024,110,3,1,325000,0,0,0,0,0,0,0,0,40.4585804,-3.7005414
2025,192,4,3,630000,1,0,1,0,0,0,0,0,40.44685565,-3.697536545357766
2026,72,3,2,277000,0,0,0,0,0,1,0,0,40.4524137,-3.7088628
2027,117,3,2,458000,0,0,1,0,0,0,0,0,40.4552623,-3.6977159
2028,100,2,1,360000,0,0,1,0,0,0,0,0,40.4575114,-3.6966586
2029,75,2,1,240000,0,0,1,0,0,1,0,0,40.03221,-3.6039604
2030,91,3,2,375000,0,0,1,0,0,0,1,0,40.4544731,-3.6981429
2031,77,3,1,360000,0,0,1,0,0,0,0,0,40.4574328,-3.6951118
2032,86,3,1,360000,0,0,1,0,0,0,0,0,40.4602483,-3.6946696
2033,128,3,2,599000,0,0,1,0,1,1,1,1,40.4562,-3.6914564
2034,77,2,2,459000,0,0,1,0,0,0,0,1,40.4623654,-3.6935493
2035,40,1,1,285000,0,0,1,0,0,0,0,1,40.4623654,-3.6935493
2036,85,2,1,339000,0,0,1,0,0,0,0,0,40.4575114,-3.6966586
2037,46,2,1,210000,0,0,1,0,0,1,0,0,40.3581295,-3.5325424
2039,94,3,2,405000,0,1,1,0,0,1,0,0,40.4717621,-3.7014761
2040,55,1,1,250000,0,1,1,0,0,0,0,0,40.4717621,-3.7014761
2041,85,2,2,385000,0,1,1,0,0,1,0,0,40.4717621,-3.7014761
2042,49,1,1,225000,0,1,1,0,0,0,0,0,40.4717621,-3.7014761
2043,55,1,1,245000,0,1,1,0,0,0,0,0,40.4717621,-3.7014761
2044,48,1,1,220000,0,1,1,0,0,0,0,0,40.4717621,-3.7014761
2045,169,5,2,625000,1,0,1,0,0,1,0,0,40.4522562,-3.6941586
2047,73,2,1,295693,0,1,1,0,0,0,0,0,40.4548567,-3.7068193
2048,88,2,2,356175,0,1,1,0,0,0,0,0,40.4548567,-3.7068193
2049,88,2,2,353900,0,1,1,0,0,0,0,0,40.4548567,-3.7068193
2050,90,2,1,440300,0,1,1,0,0,1,0,0,40.4548567,-3.7068193
2051,88,2,2,340697,0,1,1,0,0,0,0,0,40.4548567,-3.7068193
2052,70,1,1,304869,0,1,1,0,0,1,0,0,40.4548567,-3.7068193
2053,58,2,1,345000,0,0,1,0,0,0,1,0,40.0838465,-3.4908414
2054,100,3,1,335000,1,0,0,0,0,0,0,0,40.4480236,-3.6969828
2055,235,5,3,650000,0,0,1,0,0,1,1,0,40.4330914,-3.6880071
2056,100,2,1,360000,0,0,1,0,0,0,0,0,40.4575114,-3.6966586
2057,104,3,2,385000,0,0,1,0,0,1,0,1,40.4717621,-3.7014761
2060,61,2,1,205000,0,0,1,0,0,0,0,0,40.45878485,-3.6967937681376353
2061,40,0,1,145000,0,0,1,0,0,0,0,0,40.4847819,-3.3421838
2062,45,1,1,196160,0,0,1,0,0,1,0,0,40.4572114,-3.6065055
2063,69,1,1,228822,0,0,1,0,0,0,0,0,40.4572114,-3.6065055
2064,122,3,2,399507,0,1,1,0,0,1,0,1,40.7494334,-3.5154204
2065,83,2,2,377789,0,1,1,0,0,1,0,1,40.7494334,-3.5154204
2066,69,3,1,167000,1,0,0,0,0,0,0,0,40.4602706,-3.7043452
2067,145,4,2,595000,1,0,0,0,0,1,0,1,40.436316,-3.8122696
2068,145,4,2,590000,1,0,0,0,0,1,0,1,40.436316,-3.8122696
2069,49,2,1,270000,0,0,0,0,0,0,0,0,40.4497578,-3.7015521
2070,71,3,1,320000,0,0,1,0,0,0,0,0,40.416562,-3.834536
2071,61,1,2,295000,0,0,1,0,0,1,0,0,40.4655157,-3.7018495
2072,112,3,2,395000,0,0,1,0,0,1,0,1,40.4655387,-3.6911629
2073,68,2,1,146900,0,0,1,0,0,1,0,0,40.4699921,-3.6983776
2074,75,3,2,330000,0,0,1,0,0,0,0,1,40.4571271,-3.7114483
2076,136,4,2,375000,0,0,1,0,0,1,0,0,40.4563812,-3.7049611
2078,61,2,2,413000,0,0,1,0,0,0,0,0,40.4623654,-3.6935493
2079,130,4,3,575000,0,0,1,0,0,0,0,0,40.436316,-3.8122696
2080,40,2,1,215000,0,0,1,0,0,1,0,0,40.3010437,-3.4358085
2081,92,3,2,365000,0,0,1,0,0,0,0,0,40.4612563,-3.6981076
2084,56,1,2,279000,0,0,1,0,0,1,0,0,40.5940353,-3.5220163
2086,50,2,1,125000,1,0,1,0,0,1,0,0,40.4667273,-3.6974554
2087,69,2,2,249624,0,0,1,0,0,0,0,0,40.4572114,-3.6065055
2088,69,2,2,235756,0,0,1,0,0,0,0,0,40.4572114,-3.6065055
2089,58,2,1,189000,0,0,1,0,0,0,0,0,40.4657136,-3.7046635
2090,186,4,2,675000,1,0,1,0,0,1,1,0,40.4497479,-3.6952375
2091,82,1,2,279000,0,0,1,0,0,1,0,0,40.4615957,-3.7033637
2092,49,1,1,187000,0,0,1,0,0,0,0,0,40.4510674,-3.7033718
2093,108,3,1,285000,0,0,1,0,0,1,0,0,40.4660073,-3.7021254
2095,162,4,3,829000,1,0,1,0,0,1,0,1,40.4330914,-3.6880071
2099,128,3,2,599000,0,0,1,0,1,1,1,1,40.4568603,-3.6990915
2101,66,2,1,220000,0,0,1,0,0,0,0,1,40.4647452,-3.6998392
2102,80,3,2,223000,0,0,1,0,0,0,0,0,40.4663599,-3.698361
2107,57,2,1,165000,0,0,1,0,0,0,0,0,40.4685598,-3.6994628
2108,65,2,2,210000,0,0,0,0,0,0,0,0,40.4517504,-3.7065932
2109,180,4,3,550000,0,0,1,0,0,1,1,0,40.4505862,-3.7094313
2110,82,3,1,199000,1,0,1,0,0,0,0,0,40.5510283,-3.6401109
2111,135,5,2,363000,0,0,1,0,0,0,0,0,40.4563812,-3.7049611
2112,59,2,1,235000,0,0,1,0,0,0,0,1,40.4510674,-3.7033718
2113,94,3,2,380000,0,0,1,0,0,1,0,0,40.4476882,-3.7040285
2114,70,2,1,199000,1,0,1,0,0,1,1,0,40.6068157,-3.5027036
2115,104,3,1,380000,1,0,1,0,0,1,1,0,40.45256265,-3.7005787678098674
2116,231,5,3,835000,1,0,1,0,0,1,1,1,40.4690159,-3.6891037
2118,50,2,1,299000,1,0,1,0,0,0,0,1,40.4572114,-3.6065055
2119,30,0,1,135000,0,0,1,0,0,1,0,0,40.4615576,-3.6971013
2120,130,4,3,575000,0,0,1,0,0,0,0,0,40.45081,-3.6952874
2122,61,1,2,285000,0,0,1,0,0,1,0,0,40.4655157,-3.7018495
2123,118,4,3,548000,1,0,1,0,0,1,0,1,40.436316,-3.8122696
2124,163,3,2,698000,0,0,1,0,0,1,0,0,40.4567965,-3.6920173
2125,59,3,1,200000,0,0,1,0,0,1,0,0,40.4667913,-3.7115704
2126,126,4,2,425000,0,0,1,0,0,0,0,0,40.4471513,-3.7036886
2128,142,2,2,800000,0,0,1,0,0,0,0,0,40.083082,-3.4984669
2129,88,2,2,353900,0,0,1,0,0,0,0,1,40.4548567,-3.7068193
2130,74,1,1,195000,0,0,1,0,0,1,0,0,40.4615507,-3.7054809
2131,79,2,1,589000,0,0,1,0,1,1,0,1,40.4467476,-3.6953759
2132,96,3,2,320000,0,0,1,0,0,0,0,0,40.4603661,-3.7007011
2133,45,0,1,168000,0,0,1,0,0,0,1,0,40.6356061,-3.9118256
2134,71,1,2,360000,0,0,1,0,0,0,1,0,40.463819,-3.693497884531332
2135,51,0,1,164000,0,0,1,0,0,0,0,0,40.4673625,-3.7015008
2136,110,3,2,235000,0,0,1,0,0,0,0,0,40.2280175,-3.9953115
2137,50,1,1,215000,0,0,1,0,0,0,0,0,40.4634364,-3.7010947
2138,71,1,1,215000,0,0,1,0,0,0,0,0,40.4574604,-3.7016899
2139,130,2,1,189900,0,0,1,0,0,0,0,0,40.4708972,-3.6956119
2140,144,4,3,680000,0,0,1,0,0,0,0,0,40.4561668,-3.7141801
2142,155,4,3,840000,0,0,1,0,1,0,0,1,40.4562,-3.6914564
2143,65,2,1,175000,1,0,0,0,0,0,0,0,40.4574604,-3.7016899
2144,50,1,1,147000,0,0,1,0,0,0,1,0,40.4533587,-3.7062746
2145,85,3,2,228000,1,0,0,0,0,1,0,0,40.4703548,-3.6997845
2146,143,5,2,419000,1,0,1,0,0,0,0,0,40.4510674,-3.7033718
2147,75,2,2,169000,0,0,1,0,0,0,0,0,40.3581106,-3.5505686
2148,55,1,1,170000,0,0,1,0,0,0,1,0,40.4327479,-3.699039
2149,53,1,1,179900,0,0,1,0,0,0,0,0,40.4120058,-3.6174037
2150,54,2,1,230000,0,0,1,0,0,0,0,0,40.4653316,-3.6967802
2151,67,1,1,273000,0,0,1,0,0,0,0,0,40.4592081,-3.692152
2152,232,5,3,830000,0,0,1,0,0,0,0,1,40.4330914,-3.6880071
2153,90,1,2,190000,1,0,1,0,0,0,0,0,40.4500765,-3.7046259
2154,75,3,1,290000,0,0,1,0,0,1,0,0,40.4418081,-3.3536106
2155,88,2,1,295693,0,0,1,0,0,0,0,1,40.4548567,-3.7068193
2156,70,1,1,304869,0,0,1,0,0,0,0,1,40.4548567,-3.7068193
2157,115,2,2,495000,0,0,1,0,1,1,0,0,40.3346303,-3.752386
2158,44,1,1,147000,1,0,1,0,0,0,1,0,40.4533587,-3.7062746
2159,92,3,1,345000,1,0,1,0,0,0,0,0,40.4563812,-3.7049611
2160,70,2,1,265000,0,0,1,0,0,0,0,1,40.4628632,-3.7048231
2161,137,4,3,720000,1,0,1,0,0,0,0,1,40.4539145,-3.6915394
2162,135,5,2,520000,1,0,1,0,0,1,0,0,40.4330914,-3.6880071
2163,118,4,2,395000,1,0,1,0,0,0,0,0,40.4655387,-3.6911629
2164,116,3,1,555000,1,0,1,0,0,0,0,1,40.4467476,-3.6953759
2165,85,3,2,485000,1,0,1,0,0,0,0,0,40.4480236,-3.6969828
2166,116,3,2,349000,1,0,0,0,0,1,0,1,40.4612563,-3.6981076
2167,80,3,1,245000,0,0,1,0,0,1,0,0,40.6714574,-3.771818533131115
2168,98,2,2,425000,0,0,1,0,0,0,1,0,40.4460617,-3.6909921
2170,100,3,1,445000,1,0,1,0,0,0,0,0,40.4460617,-3.6909921
2171,149,4,2,589200,1,0,1,0,0,0,0,0,40.2568354,-3.2414919
2172,175,5,3,857500,0,0,1,0,1,0,1,1,40.4486237,-3.6983334
2173,92,3,1,349000,0,0,1,0,0,0,1,0,40.4588017,-3.6989858
2174,30,1,1,110000,0,0,0,0,0,1,0,0,40.4571772,-3.709482
2175,82,3,1,310000,0,0,1,0,0,1,0,0,40.4602483,-3.6946696
2176,33,2,1,153000,1,0,0,0,0,0,0,0,40.4533458,-3.701054
2177,79,2,1,171000,0,0,1,0,0,1,0,0,40.4680336,-3.7081232
2178,87,3,2,295000,1,0,1,0,0,0,0,0,40.4655387,-3.6911629
2179,71,2,1,270000,0,0,1,0,0,0,0,0,40.4655387,-3.6911629
2184,124,3,2,369368,0,1,1,0,0,0,0,1,40.7494334,-3.5154204
2185,119,3,2,368438,0,1,1,0,0,0,0,1,40.7494334,-3.5154204
2186,60,1,1,265055,0,1,1,0,0,0,0,1,40.7494334,-3.5154204
2188,79,3,2,345000,0,0,1,0,0,0,0,0,40.4574604,-3.7016899
2189,170,4,3,788000,0,0,1,0,0,0,0,1,40.449592,-3.6983528
2191,42,1,1,169000,0,0,0,0,0,0,0,0,40.3131006,-3.4772557
2192,64,2,1,169990,0,0,0,0,0,1,0,0,40.4642442,-3.7061398
2195,199,4,3,830000,0,0,1,0,0,1,1,1,40.4539145,-3.6915394
2197,69,2,2,249624,0,0,1,0,0,0,0,0,40.4572114,-3.6065055
2198,69,2,2,235756,0,0,1,0,0,0,0,0,40.4572114,-3.6065055
2199,45,1,1,196160,0,0,1,0,0,1,0,0,40.4572114,-3.6065055
2200,119,1,1,360000,0,0,1,0,0,0,0,0,40.4571525,-3.6972225
2201,106,3,2,309000,0,0,1,0,0,0,1,0,40.4626104,-3.704892
2202,120,4,3,575000,0,0,0,0,0,0,0,0,40.436316,-3.8122696
2203,108,2,2,550000,1,0,1,0,1,0,0,1,40.4330914,-3.6880071
2204,152,3,2,750000,0,0,1,0,0,0,1,0,40.4330914,-3.6880071
2205,166,3,2,675000,1,0,1,0,0,1,0,1,40.4330914,-3.6880071
2208,114,4,3,798000,0,0,1,0,1,0,0,0,40.4330914,-3.6880071
2209,55,1,1,154000,0,0,0,0,0,0,0,0,40.0330936,-3.5956185
2210,76,3,1,280000,1,0,1,0,0,0,0,0,40.3995283,-3.6596765
2211,173,4,3,560000,1,0,0,0,0,0,0,0,40.083082,-3.4984669
2212,120,3,2,299000,0,0,0,0,0,0,0,0,40.4605776,-3.7088993
2213,59,1,1,172000,0,0,0,0,0,0,0,0,40.4605776,-3.7088993
2214,74,3,1,287500,0,0,1,0,0,0,1,0,40.167298,-3.2751289
2215,74,2,2,334500,0,0,1,0,0,0,0,1,40.4496758,-3.710312
2216,65,2,1,219900,1,0,1,0,0,0,0,1,40.5449798,-3.631555
2219,61,1,2,285000,0,0,1,0,0,1,0,0,40.4655157,-3.7018495
2220,144,2,1,320000,0,0,0,0,0,1,0,0,40.5510283,-3.6401109
2221,90,3,2,269000,0,0,1,0,0,0,0,0,40.4692529,-3.6992828
2222,120,4,3,575000,0,0,1,0,0,0,1,0,40.436316,-3.8122696
2223,85,3,2,325000,1,0,0,0,0,1,0,0,40.5432957,-3.6294242
2226,115,2,2,495000,0,0,1,0,1,1,1,1,40.4587714,-3.6962502
2227,70,3,1,215000,0,0,1,0,0,1,1,0,40.4699508,-3.6952077
2228,140,4,2,488000,0,0,1,0,0,1,0,0,40.4330914,-3.6880071
2231,66,2,1,245000,0,0,1,0,0,0,1,0,40.4655387,-3.6911629
2232,122,4,3,520000,0,0,1,0,0,1,0,1,40.4562,-3.6914564
2233,77,3,1,220000,0,0,1,0,0,1,0,0,40.4621265,-3.7049812
2234,80,3,1,243000,0,0,1,0,0,1,0,0,40.4680336,-3.7081232
2236,108,2,2,550000,1,0,1,0,1,0,0,1,40.4330914,-3.6880071
2237,92,3,1,345000,0,0,1,0,0,1,0,0,40.473437,-3.3776805
2238,65,2,2,299000,0,0,1,0,1,1,0,1,40.3581106,-3.5505686
2239,50,2,1,155000,1,0,1,0,0,0,1,0,40.4710924,-3.711642
2240,79,2,1,274000,0,0,1,0,0,0,0,0,40.4585804,-3.7005414
2241,60,3,1,175000,1,0,1,0,0,0,1,0,40.4563812,-3.7049611
2242,50,2,1,159000,1,0,0,0,0,0,0,0,40.4563812,-3.7049611
2243,214,5,3,620000,1,0,1,0,0,1,1,0,40.4330914,-3.6880071
2244,38,2,1,135000,0,0,0,0,0,0,0,0,40.4524121,-3.7106936
2245,53,2,2,225000,0,0,1,0,0,0,0,0,40.4602056,-3.4830867
2246,36,2,1,120000,1,0,0,0,0,0,0,0,40.4659099,-3.7103709
2247,76,3,1,255000,0,0,1,0,0,1,0,0,40.4680336,-3.7081232
2248,92,3,1,339900,0,0,1,0,0,1,0,0,40.4612563,-3.6981076
2249,230,4,3,880000,1,0,1,0,0,1,0,1,40.4467476,-3.6953759
2250,90,3,2,339000,0,0,1,0,0,1,0,1,40.4655387,-3.6911629
2251,45,2,1,217000,0,0,1,0,0,1,0,0,40.4680336,-3.7081232
2252,48,2,2,199000,0,0,1,0,0,0,0,0,40.4722329,-3.6955444
2253,87,3,1,299000,0,0,1,0,0,0,1,0,40.4011613,-3.6747381
2254,126,3,3,796000,0,0,1,0,0,0,0,0,40.4242186,-3.6757691
2257,130,3,2,799000,0,0,1,0,0,0,0,0,40.4253847,-3.6740676
